"block","temperature_cat_Medium","temperature_cat_High","rainfall_cat_Q2","rainfall_cat_Q3","rainfall_cat_Q4","irrigation_2","fertiliser_cat_Medium","fertiliser_cat_High","pesticide_cat_Medium","pesticide_cat_High","soil_organic_matter_cat_Medium","soil_organic_matter_cat_High","seed_brand_2","seed_brand_3"
"3_3",1,0,0,0,1,0,0,0,0,0,0,1,0,1
"2_3",1,0,1,0,0,0,1,0,0,0,1,0,1,0
"3_1",0,0,0,0,1,0,0,0,0,0,0,1,0,1
"1_3",0,1,1,0,0,0,0,1,0,1,1,0,0,0
"1_3",0,0,0,1,0,0,0,1,1,0,0,1,0,0
"2_1",1,0,1,0,0,0,0,0,0,1,1,0,1,0
"1_1",0,0,1,0,0,0,0,1,1,0,1,0,0,0
"1_2",1,0,0,1,0,0,1,0,0,0,1,0,0,0
"3_3",0,1,0,0,1,0,0,1,0,1,0,1,0,1
"1_3",0,0,0,0,1,0,0,1,0,0,0,1,0,0
"1_1",0,0,0,0,0,1,0,0,0,1,1,0,0,0
"2_1",0,0,0,0,0,0,0,0,0,1,0,1,1,0
"1_1",0,0,1,0,0,0,0,1,1,0,1,0,0,0
"1_2",0,0,0,0,0,0,1,0,0,1,1,0,0,0
"3_1",0,1,0,0,0,0,1,0,1,0,0,0,0,1
"2_1",0,0,0,0,1,0,0,0,1,0,0,1,1,0
"2_1",1,0,0,0,0,0,0,1,1,0,0,0,1,0
"3_1",1,0,0,0,1,0,0,1,0,0,0,1,0,1
"3_3",0,0,1,0,0,0,0,1,0,1,0,1,0,1
"3_2",0,0,0,1,0,0,0,0,0,1,1,0,0,1
"1_3",0,1,0,0,1,0,0,0,1,0,0,1,0,0
"3_1",0,1,0,0,1,0,1,0,0,0,1,0,0,1
"3_1",0,1,1,0,0,0,0,1,1,0,0,0,0,1
"1_2",1,0,0,0,0,1,0,0,0,0,0,0,0,0
"3_1",0,0,0,0,1,0,0,0,0,0,0,1,0,1
"2_1",0,0,0,1,0,0,1,0,0,1,0,1,1,0
"2_2",0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1_1",0,1,0,0,0,1,0,1,0,0,0,0,0,0
"3_1",1,0,0,0,1,0,0,0,0,0,0,1,0,1
"2_3",0,1,0,0,1,0,0,1,0,0,0,1,1,0
"2_1",0,1,1,0,0,1,0,0,0,0,0,0,1,0
"2_3",0,0,1,0,0,0,0,0,1,0,1,0,1,0
"2_1",1,0,0,0,1,0,0,1,0,0,0,1,1,0
"1_1",0,1,0,0,0,0,0,1,0,1,0,0,0,0
"3_1",0,1,0,0,1,0,0,0,1,0,0,1,0,1
"1_1",0,1,0,0,0,0,0,0,0,1,0,0,0,0
"2_1",0,1,0,1,0,0,1,0,0,0,1,0,1,0
"1_1",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1_1",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"1_3",0,1,0,0,1,0,0,0,1,0,0,1,0,0
"3_1",0,0,0,0,0,1,0,0,1,0,1,0,0,1
"3_2",0,0,1,0,0,0,0,0,0,0,1,0,0,1
"1_3",1,0,0,0,1,0,0,0,0,0,0,1,0,0
"1_1",0,0,1,0,0,0,0,1,1,0,0,1,0,0
"3_3",0,0,0,1,0,0,1,0,0,0,0,1,0,1
"1_2",0,0,1,0,0,0,1,0,0,1,1,0,0,0
"1_3",1,0,1,0,0,0,0,1,0,1,0,0,0,0
"2_1",0,1,0,0,0,1,0,1,0,1,0,0,1,0
"3_2",0,1,0,0,0,0,1,0,0,1,0,0,0,1
"2_3",1,0,0,0,1,0,1,0,1,0,0,1,1,0
"1_1",0,1,0,0,1,0,0,1,0,1,0,1,0,0
"2_3",1,0,0,1,0,0,1,0,0,0,1,0,1,0
"2_2",0,0,0,0,0,0,0,0,1,0,1,0,1,0
"1_1",1,0,0,0,0,0,0,1,1,0,0,0,0,0
"1_1",1,0,0,1,0,0,0,0,0,0,1,0,0,0
"2_1",0,1,1,0,0,0,1,0,0,1,0,0,1,0
"3_1",0,0,0,1,0,0,1,0,0,0,0,1,0,1
"3_1",0,0,0,0,0,1,0,0,0,0,1,0,0,1
"3_3",0,0,1,0,0,0,0,0,1,0,1,0,0,1
"2_3",0,1,0,1,0,0,0,0,1,0,1,0,1,0
"1_1",0,1,0,1,0,0,0,1,1,0,0,0,0,0
"3_3",1,0,0,0,1,0,0,0,1,0,0,1,0,1
"3_3",0,0,1,0,0,0,0,0,0,0,1,0,0,1
"2_1",0,1,1,0,0,0,0,0,0,1,0,0,1,0
"2_1",0,1,0,1,0,0,0,0,0,1,0,0,1,0
"1_1",1,0,0,1,0,0,1,0,0,0,1,0,0,0
"2_3",0,0,0,1,0,0,0,1,1,0,0,1,1,0
"3_2",0,0,1,0,0,0,0,1,1,0,1,0,0,1
"3_1",0,0,0,1,0,0,0,0,1,0,0,1,0,1
"3_2",0,1,1,0,0,0,1,0,0,1,0,0,0,1
"1_1",0,0,0,1,0,0,1,0,1,0,0,1,0,0
"1_3",1,0,0,1,0,0,1,0,0,1,1,0,0,0
"2_1",0,1,1,0,0,0,0,0,1,0,0,0,1,0
"2_3",1,0,0,0,0,0,1,0,0,1,0,0,1,0
"2_2",0,1,1,0,0,0,0,0,1,0,0,0,1,0
"2_3",0,0,0,0,1,0,0,1,1,0,0,1,1,0
"1_1",0,0,0,1,0,0,0,0,1,0,0,1,0,0
"2_1",1,0,1,0,0,0,1,0,1,0,0,0,1,0
"2_1",0,1,1,0,0,0,0,0,0,1,1,0,1,0
"2_2",0,0,0,0,0,0,1,0,1,0,0,0,1,0
"2_1",0,1,0,0,0,0,0,1,0,1,0,0,1,0
"3_1",1,0,0,0,0,0,0,1,0,0,0,0,0,1
"3_2",0,1,0,0,0,0,0,1,1,0,0,0,0,1
"3_1",0,1,1,0,0,0,0,0,0,1,0,0,0,1
"2_1",1,0,0,0,0,0,1,0,0,1,0,0,1,0
"2_1",0,1,0,0,0,0,1,0,1,0,0,0,1,0
"2_1",0,1,0,0,1,0,0,1,0,1,1,0,1,0
"3_3",1,0,0,0,1,0,1,0,0,1,0,1,0,1
"2_1",0,1,0,0,1,0,1,0,0,1,1,0,1,0
"1_1",1,0,0,0,1,0,0,1,1,0,0,1,0,0
"1_2",0,1,0,0,0,0,0,1,1,0,0,0,0,0
"2_3",0,0,0,0,1,0,0,0,0,1,0,1,1,0
"2_3",0,1,0,0,1,0,1,0,1,0,0,1,1,0
"1_1",1,0,0,1,0,0,0,0,1,0,1,0,0,0
"1_1",0,1,1,0,0,0,0,1,1,0,0,0,0,0
"1_1",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1_3",1,0,0,0,1,0,0,1,1,0,0,1,0,0
"1_2",0,1,0,0,0,0,1,0,0,1,0,0,0,0
"2_1",0,0,0,1,0,0,1,0,1,0,0,1,1,0
"3_3",1,0,0,1,0,0,0,1,0,1,1,0,0,1
"3_1",1,0,0,0,0,0,1,0,1,0,0,0,0,1
"3_2",0,0,0,0,0,0,0,1,0,1,0,1,0,1
"1_1",1,0,0,1,0,0,0,1,0,1,1,0,0,0
"2_1",0,0,0,0,0,0,0,0,0,1,1,0,1,0
"2_2",0,1,1,0,0,0,0,0,0,1,0,0,1,0
"3_2",1,0,1,0,0,0,0,0,1,0,1,0,0,1
"1_1",0,0,1,0,0,0,0,0,0,1,1,0,0,0
"2_2",1,0,0,0,0,0,0,1,1,0,0,0,1,0
"1_1",0,1,0,0,0,0,0,1,1,0,0,0,0,0
"1_1",0,0,1,0,0,0,0,0,0,1,1,0,0,0
"2_1",0,1,1,0,0,0,0,1,0,1,0,0,1,0
"2_1",1,0,0,0,0,0,0,0,1,0,0,0,1,0
"2_1",0,0,0,0,1,0,0,0,1,0,0,1,1,0
"1_1",0,0,0,1,0,0,1,0,0,1,0,1,0,0
"2_1",0,0,0,0,1,0,1,0,1,0,0,1,1,0
"2_1",0,1,0,0,0,0,0,0,1,0,0,0,1,0
"3_1",1,0,1,0,0,0,0,0,0,0,1,0,0,1
"2_1",0,1,0,0,0,0,1,0,1,0,0,0,1,0
"3_1",0,1,0,0,0,0,1,0,0,1,0,0,0,1
"1_2",0,1,0,1,0,0,0,1,0,0,1,0,0,0
"2_1",0,1,1,0,0,0,0,0,0,0,0,0,1,0
"3_1",0,0,0,1,0,0,0,1,1,0,1,0,0,1
"1_2",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"3_3",0,1,0,0,1,0,0,0,0,1,0,1,0,1
"3_1",0,1,0,0,1,0,0,1,0,0,1,0,0,1
"3_1",0,1,0,1,0,0,0,0,0,0,1,0,0,1
"2_1",0,1,1,0,0,1,0,0,1,0,1,0,1,0
"1_1",0,0,0,1,0,0,1,0,0,1,0,1,0,0
"2_1",0,1,0,1,0,0,1,0,1,0,1,0,1,0
"1_3",1,0,0,0,1,0,0,1,1,0,0,1,0,0
"1_1",0,1,0,0,1,0,1,0,1,0,1,0,0,0
"3_2",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"2_1",1,0,0,1,0,0,0,0,1,0,1,0,1,0
"1_1",1,0,0,1,0,0,0,0,0,0,1,0,0,0
"1_1",0,1,0,0,1,0,0,0,0,0,1,0,0,0
"2_3",1,0,0,1,0,0,1,0,1,0,1,0,1,0
"2_1",0,0,0,0,0,0,0,1,0,1,0,0,1,0
"1_3",1,0,0,0,1,0,0,1,0,0,0,1,0,0
"1_1",0,0,0,1,0,1,1,0,0,0,0,1,0,0
"3_3",0,0,1,0,0,0,0,1,0,0,1,0,0,1
"1_1",1,0,1,0,0,0,0,1,0,0,1,0,0,0
"3_1",0,0,1,0,0,0,1,0,1,0,0,1,0,1
"2_3",0,0,0,0,1,0,0,1,0,1,0,1,1,0
"3_2",0,1,0,0,1,0,0,1,0,1,1,0,0,1
"3_1",0,0,1,0,0,0,1,0,0,0,1,0,0,1
"2_1",0,0,1,0,0,0,1,0,0,0,0,1,1,0
"2_1",1,0,0,0,1,0,0,1,1,0,0,1,1,0
"2_1",0,1,0,1,0,0,1,0,1,0,1,0,1,0
"1_3",1,0,0,0,0,0,1,0,0,0,0,0,0,0
"1_2",0,1,1,0,0,0,0,0,0,1,0,0,0,0
"1_3",0,1,1,0,0,0,1,0,1,0,0,0,0,0
"3_2",0,0,1,0,0,0,1,0,0,1,1,0,0,1
"3_3",1,0,0,0,1,0,1,0,0,0,0,1,0,1
"1_1",0,0,1,0,0,0,1,0,1,0,1,0,0,0
"3_1",1,0,0,0,1,0,0,0,1,0,0,1,0,1
"3_1",0,1,0,0,1,0,0,0,0,0,1,0,0,1
"2_1",0,1,1,0,0,0,0,1,0,0,0,0,1,0
"2_1",0,1,1,0,0,0,0,0,0,0,0,0,1,0
"3_1",0,0,1,0,0,0,1,0,1,0,0,1,0,1
"1_1",0,0,0,1,0,0,0,0,0,1,0,1,0,0
"1_1",0,1,1,0,0,0,1,0,0,0,0,0,0,0
"3_1",0,0,0,1,0,0,1,0,1,0,0,1,0,1
"3_3",1,0,0,1,0,0,0,0,0,0,1,0,0,1
"1_3",0,1,0,1,0,0,0,1,0,1,1,0,0,0
"1_1",0,1,0,0,0,0,1,0,0,1,0,0,0,0
"2_3",0,1,0,0,1,0,1,0,0,1,0,1,1,0
"2_1",1,0,1,0,0,0,1,0,1,0,1,0,1,0
