x_sex;x_pt;x_visits;x_height;x_caloric_balance_weekly;x_time;Weight(kg)
1;0;5;175.09;945;36;86.8945789580583
1;0;2;174.4;791;56;82.7720598773074
1;0;2;167.06;406;61;75.0975868312768
1;1;2;156.93;658;67;58.2824922001903
0;0;3;152.52;1190;44;50.9521440307798
0;0;0;155.52;-217;0;59.0785951502572
0;1;0;156.43;-238;0;57.4242921523119
0;1;3;178.08;-77;58;76.4299546978992
1;0;4;175.64;567;54;84.2565454534675
0;1;0;162.52;-119;0;64.3290205582854
1;0;4;173.41;-539;54;78.5282560369333
0;0;2;169.72;735;43;76.9001643618066
0;0;4;162.77;-413;49;60.1818700756723
0;0;4;176.45;819;52;85.9623837204428
1;0;2;177.89;168;68;77.6960845453899
0;1;4;160.68;-1190;64;70.7657770451805
0;1;2;160.95;189;65;63.6824229021176
1;1;3;190.06;-553;74;100.851884122341
0;0;3;166.67;-210;49;65.069639484504
1;0;6;165.85;756;57;70.2186782459833
0;0;3;169.59;196;49;66.4954851846669
1;0;3;170.45;294;62;82.069912740259
0;1;0;169.05;-2023;0;55.2980290477185
0;1;2;166.9;525;62;69.6578908704111
0;0;4;158.73;-259;46;56.5454494091112
0;1;4;162.43;-70;53;72.9729687588629
1;0;1;169.31;-133;48;75.8436940827217
1;0;3;180.79;910;61;80.880920058397
1;0;6;180.4;259;60;85.151559099958
0;1;0;153.23;525;0;62.0387001895576
0;1;0;162.62;-420;0;70.9065010038921
1;0;6;178.24;-252;48;83.1750672101078
1;0;2;176.32;518;58;78.3826446138879
1;0;3;179.38;959;53;89.49826204779
1;0;2;178.83;14;56;87.1668685998507
1;0;1;169.7;504;52;78.5166620249778
0;1;3;167.67;-945;53;63.9596424497063
0;1;2;167.72;-154;75;56.7474411373717
0;0;0;162.6;966;0;63.9976754142925
0;0;0;173.88;-63;0;78.9900930186841
0;0;4;164.7;336;45;66.2303586282738
0;0;0;156.3;658;0;58.9812942728443
1;0;0;178.85;665;0;78.9392953881129
0;1;2;165.16;-721;59;63.0881172291069
1;0;4;180.67;1148;50;89.9775391525203
0;0;2;172.86;1099;44;73.7849178785087
1;0;0;175.55;483;0;73.240820494113
0;0;3;156.95;903;54;51.7381301976591
0;1;0;161.92;343;0;57.0837463729697
1;0;6;171.66;399;50;69.856090711356
1;0;6;172.72;7;54;71.9913316191194
0;1;3;167.55;-1071;63;73.217502341247
1;0;5;168.36;455;60;83.6527065032295
0;1;2;164.57;-1134;70;57.1014819684466
0;1;1;167.26;-1841;49;69.1523804977278
1;0;6;179.63;644;62;84.3500644574477
0;1;3;165.83;-1918;58;62.1531557073299
0;0;2;166.49;693;50;70.561454933728
0;1;0;155.74;-938;0;51.9853530756392
0;1;4;163.89;-693;59;69.7698328904108
0;1;2;153.24;-686;69;58.916271739576
1;0;1;172.47;-427;58;89.6467589054298
0;0;1;166.2;539;48;68.3872473176757
1;0;4;157.57;245;44;61.3546474868632
1;0;2;184.6;-147;50;75.0024818680584
0;0;4;164.64;749;46;62.0019834268792
1;0;5;173.55;-252;55;69.6871153380699
1;0;3;183.13;56;44;78.7824760701988
1;1;6;170.85;-259;69;75.3073267403642
0;0;0;176.01;-399;0;77.2837709413017
1;1;6;171.89;357;62;70.3743354981732
0;0;3;158.4;574;41;74.1366246174487
1;0;2;177.7;-42;66;85.2284361376597
1;0;2;182.86;63;51;96.7800927291423
0;0;4;157.43;903;46;68.166219682329
0;0;1;171.61;938;41;69.5679247646607
1;0;6;175.14;539;56;82.2019978829466
0;0;1;155.84;56;52;58.4765292246358
0;1;1;153.66;-238;65;65.8181448366524
0;1;4;174.57;-595;62;80.5962211008662
0;1;1;151;-1708;58;58.0174356092612
0;0;2;166.7;-77;48;67.1508120039933
1;0;6;175.07;595;64;82.8126545431866
1;0;6;179.53;210;63;75.7324501408524
0;1;2;171.73;-917;52;72.701031434122
0;0;2;161.06;140;47;63.4615596854184
0;0;1;172.72;280;46;75.1104856575533
0;1;3;160.51;-805;50;70.0166939911759
1;0;0;181.55;532;0;91.5243270919976
1;0;2;191.77;616;66;89.2046179093005
1;0;0;174.52;-329;0;76.5104968435323
1;0;3;168.54;1491;60;74.0413844624783
1;0;4;180.05;469;65;96.5472931427144
1;0;0;175.39;595;0;78.9363846352705
1;1;4;162.2;-1155;55;62.9495394260887
1;0;5;187.04;350;62;103.591348550877
1;0;1;189.07;931;43;96.3027586216244
1;0;2;174.05;637;53;80.9124940690882
1;0;0;178.03;7;0;73.1878689636568
1;0;1;186.55;1057;58;85.7589752881327
0;0;4;168.08;28;44;72.3444776731125
1;0;5;180.76;-840;63;74.9876370807472
0;1;3;156.09;-1316;62;56.497958444243
1;0;3;181.96;728;53;89.4622927566671
1;0;3;158.75;-63;60;72.288913925865
0;1;2;161.53;-2478;73;62.891824021031
0;0;1;161.28;1127;42;69.0197061662865
1;0;0;169.4;490;0;81.6755705166133
1;0;4;165.1;1183;60;63.5807720416199
1;0;5;184.61;210;58;87.4972582202073
0;0;4;170.75;245;46;77.6567952176073
1;0;1;169.21;-378;52;78.0168526891198
0;1;0;173.97;-364;0;64.1237324359191
0;1;0;163.32;-511;0;61.6492771551768
0;1;1;158.89;-1407;65;55.0393876136947
0;1;0;167.57;42;0;69.5221086651238
1;0;6;179.59;819;67;79.8128445510251
0;0;0;168.95;1253;0;70.5554900789785
0;0;3;157.9;889;48;63.122463079271
0;0;0;160.27;287;0;59.0212985707248
0;1;3;164.44;-1652;63;67.45730426548
0;0;1;166.77;882;49;72.3949641721256
0;0;2;157.1;616;40;61.5446281068511
1;0;3;168.19;1043;57;68.8907348975015
0;0;2;158.65;105;48;65.9436668523121
0;0;3;155.77;805;48;58.7233065862662
1;0;6;180.76;280;54;81.855105274777
0;1;3;155.13;-322;67;61.1375127360161
1;0;3;165.77;56;42;79.1760977699128
0;1;4;161.02;-77;58;65.1296953857853
0;1;4;165.43;616;58;76.7401432050255
1;0;4;176.46;777;60;79.9956482088054
0;0;4;162.6;245;48;72.15951742566
1;0;6;176.01;42;45;75.2243574011408
0;0;4;158.89;833;43;60.4995396156592
0;0;1;181.01;784;42;74.0728755711249
1;0;5;170.93;1190;50;79.2276043041636
1;0;3;170.54;-154;61;75.5195347559826
0;0;2;163.67;196;46;70.9963353419462
0;0;1;160.35;-154;48;65.8818053373442
0;0;2;159.79;-42;46;57.6464016156232
0;0;0;156.59;714;0;59.6404659474176
0;0;4;164.79;574;43;68.5451525383808
1;0;5;179.31;-91;65;74.1004866718227
0;1;2;164.83;-917;57;57.507073120078
0;1;2;164.46;63;66;73.1959238020899
1;1;3;163.16;-609;66;72.2473181488675
0;1;4;155.9;63;64;63.8341777218137
1;1;5;166.79;357;74;72.0922441782415
0;1;2;166.46;126;65;62.5348428098914
1;0;4;171.91;1351;61;80.2621910248024
1;0;2;181.55;462;61;78.0812188545538
0;1;0;182.14;-1064;0;82.8548618687134
1;0;4;169.8;-805;57;72.7015211022049
0;0;4;171.56;476;43;73.8567853075805
1;0;4;175.73;1316;58;87.1960459288482
0;1;3;163.9;-840;47;67.5679732619122
1;0;4;185.37;693;64;83.3890274029694
1;0;3;170.06;-455;48;77.6791884363762
1;0;3;171.63;28;49;81.4732161079613
0;0;0;157.5;553;0;66.7226467702607
0;0;3;171.99;-217;40;70.6649430880832
0;0;3;161.56;462;47;63.5741586979436
1;0;5;168.76;-63;46;80.7818065087391
0;0;2;168.36;-231;47;68.2274983953019
1;0;2;172.99;-518;58;80.1625461779138
1;0;4;180.48;84;53;79.9465582034096
1;0;5;191.98;1358;58;103.062989501992
0;0;4;158.26;1092;48;66.8067748222931
0;0;2;165.7;833;53;73.9704631555243
1;0;4;173.88;882;44;80.8766523508456
0;0;3;159.95;651;49;62.826454478086
1;0;5;178.37;21;59;81.4394172536715
0;0;2;155.24;161;39;54.6595098119741
0;0;3;171.16;-203;40;71.5949671688969
0;0;0;163.61;126;0;65.3662254085173
0;0;4;163.13;805;55;63.6751741821404
0;0;2;163.33;63;46;62.1229291929454
0;0;4;161.67;-252;45;60.9100580848762
0;1;0;152.78;-1491;0;63.3200695692915
1;0;0;170.38;56;0;79.4103221824038
1;0;3;175.13;126;56;87.0182156918248
1;0;6;176.71;-301;55;71.2203561975193
1;1;6;183.55;-728;82;77.2283088659088
1;0;0;169.25;-266;0;68.0065488049701
0;0;4;167.19;308;48;64.3844657401535
1;0;0;175.2;77;0;82.6524249089926
0;0;1;166.55;875;39;67.5277370098357
0;0;1;163.22;770;53;70.4217419546864
1;0;0;172.41;630;0;76.8245733078386
0;0;1;165.92;-385;45;68.2659018351291
1;0;3;171.87;560;51;73.4626545298797
1;0;4;181.77;77;51;83.666159165842
0;1;0;170.59;-574;0;76.624784982664
1;0;4;165.27;602;46;65.1868643977417
0;0;3;155.57;343;39;59.4835953303842
0;0;1;161.16;406;43;71.8351914473517
0;0;2;163.76;147;45;70.3804593786947
0;0;3;164.91;938;44;67.9629756910438
0;0;2;150.3;91;40;59.0716145705392
1;0;6;173.58;112;48;80.744961029593
1;0;1;174.01;224;49;79.2053967187228
0;1;2;158.16;-1008;56;56.2391418291148
0;0;0;155.89;952;0;60.4502985611023
0;1;3;169.37;147;61;76.9621362460353
1;0;0;173.69;294;0;81.7375544239849
0;0;1;163.56;665;39;62.8054826402508
0;0;3;169.24;-427;35;63.21574497988
1;1;0;178.33;84;0;74.745693466129
1;0;0;166.78;28;0;70.1920090053133
1;0;4;174.37;399;58;78.934092014752
1;0;2;187.3;343;50;87.2388959433383
0;1;3;169.97;-1687;63;68.804239203647
0;0;3;159.86;49;40;62.3432993328753
1;0;3;184.36;427;49;87.1597381637282
1;0;6;172.24;602;49;76.930673547887
0;0;1;166.05;588;37;74.6571579248785
1;0;3;181.31;252;54;90.7812415321159
1;0;0;176.26;623;0;79.2000799478965
0;0;0;143.4;560;0;51.8476936345955
1;0;3;181.13;1288;61;88.8011992890609
1;1;4;169.64;-1323;70;74.6876038110652
0;1;4;149.56;-518;53;56.5329962119544
1;0;3;173.25;-742;60;65.3509995325676
0;1;1;159.08;-791;63;68.6305310740777
1;1;6;188.01;-1778;74;84.1213857454425
1;1;4;184.02;-112;61;83.4997593753166
0;0;0;174.79;679;0;78.0398465192399
0;1;0;158;-868;0;50.9703524714602
0;1;2;149.53;-147;60;58.8499873427878
0;0;4;164.36;483;48;68.2261462900402
0;0;0;168.52;-35;0;68.9623457365455
1;0;1;165.35;546;46;69.1216657090275
1;0;6;174.61;581;58;76.0513543501976
1;0;1;179.19;-175;55;85.5501817945655
1;0;3;178.23;175;46;81.8135797304508
0;1;0;161;-798;0;62.0685684297472
1;0;4;173.85;-70;62;81.9548242645548
1;0;0;182.06;497;0;75.8678215545256
0;0;1;163.42;525;42;69.4758320677591
1;0;2;176.67;630;51;93.0450873192649
0;0;2;166.59;-63;43;60.5598194418364
0;0;0;160.67;336;0;55.8206051473088
0;0;0;158.39;-567;0;63.367707803087
0;0;3;162.89;693;49;57.8147283351644
1;0;0;171.21;-140;0;72.9230951217886
1;0;3;185.49;679;56;87.1435766060965
0;0;3;161.13;462;51;62.310935363585
0;0;4;162.18;266;42;61.9797800348339
1;1;6;169.3;-2744;59;70.924512799992
1;0;4;169.81;742;67;74.6442855997511
0;1;1;176.33;-49;73;75.3686972714836
1;0;2;169.62;175;52;70.6807198649508
1;0;4;179.07;-679;56;78.3945497144314
1;0;5;173.63;623;50;85.1230048404837
0;0;4;150.24;-630;50;52.7390693614483
1;0;4;157.93;21;45;63.5458455624981
1;0;1;172.03;798;55;70.134960471551
0;0;2;162.77;427;49;68.8271800944236
0;0;3;174.18;-329;45;65.6081012093122
1;0;6;169.09;504;58;78.2403988178405
1;0;5;171.74;679;51;63.6158513701533
1;0;4;175.7;434;63;76.7204755414817
0;1;1;171.46;-112;58;64.9460874604984
1;0;4;173.71;462;41;76.8001723555312
0;1;2;154.41;-784;54;61.0480742929983
1;0;1;173.06;616;55;71.5005074851646
0;1;1;164.8;-1505;65;55.1208299067654
0;1;3;161.53;-777;59;63.2575904164715
1;0;1;181.38;966;50;85.4484565944976
1;0;0;187.61;-602;0;90.2105936598567
1;0;3;183.24;-644;53;78.8861951073775
0;0;1;160.67;399;38;58.6350890118891
1;0;1;173.93;861;57;74.9418882595423
1;0;2;168.71;-266;55;80.0047270992722
1;0;1;160.71;630;63;53.9703356293781
1;0;4;182.78;931;48;84.700628382226
1;0;1;166.64;805;52;78.4088854519908
1;0;0;176.63;308;0;88.8272732846715
1;0;4;183.69;441;51;84.6823983552594
1;1;4;170.66;-406;79;72.9226778881428
0;1;3;158.25;-777;59;65.334199089133
1;0;2;184.17;322;64;86.3501495541155
1;0;6;188.5;238;53;91.0746109539456
1;0;5;182.39;700;59;88.3330153154015
0;1;2;159.9;-21;66;58.6065454736061
1;0;3;167.53;1603;47;77.5820014763979
0;0;4;158.86;546;47;68.6210825529381
1;0;2;166.86;189;47;69.3876470321688
1;0;0;175.11;-154;0;82.4002853703801
1;0;0;171.16;70;0;81.3018453643208
0;0;1;169.42;686;55;82.311375144255
1;0;0;171.16;322;0;85.9682795214461
0;1;2;161.16;224;67;56.6023946530015
0;0;4;167.08;476;45;69.4982019283495
1;0;6;174.17;476;44;83.620900840555
1;0;1;172.92;-203;61;66.9339604930131
0;0;4;165.44;546;53;66.6350706705642
1;0;6;178.58;518;53;77.0314681855424
0;1;3;170.81;-315;76;63.9847856594779
0;0;2;172.43;658;45;75.3254108275351
0;1;1;149.88;-1470;44;55.4974706747482
1;0;2;172.99;497;57;69.9165545356772
1;0;3;173.35;497;65;80.3307887952051
0;0;0;173.01;70;0;78.0448367021819
0;1;1;158.06;-2625;63;64.8604084713416
1;0;6;181.69;175;72;79.2938500457429
0;0;4;159.01;-679;47;58.2339947052165
0;1;2;168.1;-126;55;70.7347718976311
0;1;0;164.25;-203;0;58.3173492158613
0;1;1;167.21;-525;57;70.8097756895124
1;0;5;170.48;1568;53;65.8896522397526
0;0;3;158.49;427;59;63.2641647957197
1;1;6;177.92;-609;50;81.7173191908761
1;0;2;179.08;-189;60;84.6700006081693
1;0;3;170.72;49;57;77.4691043915512
1;0;1;174.18;-847;47;81.8434289232417
1;0;6;181.42;868;57;77.2740626899826
0;1;1;165.98;-1106;65;66.4254625562529
1;1;3;172.75;98;58;77.1190160467153
0;1;3;163.66;-329;71;58.2699659074945
0;0;0;156.73;-161;0;57.6821598067503
1;0;3;186.14;-301;48;82.419264777154
0;1;4;170.05;-1533;66;73.7188828661591
1;1;1;175.86;-2212;70;74.5540319497233
1;0;3;174.52;105;49;78.8408789584842
0;1;3;159.72;-882;59;68.3750582562729
0;0;2;170.02;259;47;65.5851052640269
1;1;3;177.85;-805;79;90.1129291426194
1;0;5;173.27;84;46;84.4764822288544
1;0;4;172.55;-35;62;70.3958135210311
0;1;4;155.96;-763;58;53.9213735343057
0;0;4;156.43;483;39;63.9751402689856
0;0;4;167.05;-301;53;66.5734472930449
1;1;3;170.58;-1323;53;74.2164080006604
1;0;2;184.52;147;54;82.3844814839987
1;0;0;171.46;707;0;82.6999383823496
0;0;4;159.21;-364;51;64.8615993449048
1;0;4;172.36;1148;59;81.3420159820468
1;0;5;181.74;182;47;86.6979701459535
0;0;4;160.18;-14;54;52.400271746266
0;0;2;164.44;1323;44;83.6681847012805
0;1;4;155.99;-1036;63;53.9661373926168
0;0;0;160.83;1295;0;69.8972515383008
1;0;5;183.07;777;57;77.710101385018
0;0;1;153.84;518;42;58.0739905479353
1;0;5;173.29;826;65;76.8995310678338
0;1;0;161.53;-1603;0;64.3117042028428
0;0;2;168.6;-602;50;71.249226409016
1;0;0;171.84;609;0;73.560258417414
1;0;1;179.47;-49;54;81.1767412915571
1;0;6;187.31;-14;64;108.489971706638
1;0;1;175.18;742;49;80.6555566022565
1;0;6;170.78;-119;49;65.6073003081625
0;0;0;150.68;-91;0;53.9610629218706
1;0;0;171.63;-196;0;72.2365256469973
1;0;3;170.19;252;63;74.1497892206044
1;0;2;185.97;406;53;84.4183675866579
0;0;4;155.11;-392;45;64.1521963826366
1;0;1;168.09;217;59;64.6795756215759
1;1;0;161.49;-595;0;67.6945988958355
0;0;2;152.78;875;48;67.8767368076395
1;1;6;161.79;-854;83;68.8225052223285
0;0;4;169.5;483;53;72.7671371829153
0;1;1;169.25;-1274;57;75.9682149632394
1;0;1;171.21;315;57;70.3202104155689
0;0;3;162.04;798;51;63.9158789369353
0;0;3;162.77;-301;31;61.135394039547
1;0;1;170.3;14;58;76.4012916527899
1;0;5;171.15;203;59;77.6912671339544
1;1;4;195.91;-322;76;101.04020330646
0;0;0;160.08;637;0;63.5970804462356
0;1;0;150.49;-903;0;56.9368589747735
0;0;1;152.77;700;42;47.2042339520733
0;0;4;158.62;-749;35;61.9601209731505
0;0;2;155.43;-266;36;70.8814258328201
1;1;4;166.99;-1750;67;59.4304335378996
1;0;4;169.89;56;50;72.624687595548
0;1;1;150.01;679;45;55.5895855294676
1;0;6;168.93;1337;56;73.8524982247487
1;0;3;175.04;217;52;68.0705352091214
0;0;1;149.67;371;43;66.5385695067975
1;0;4;178.54;-553;55;79.6000002841693
1;0;2;171.09;420;60;79.2663123506788
0;1;0;170.57;-1568;0;67.5070575142216
0;1;1;165.04;-1666;58;63.5493879999314
1;0;5;177.01;882;64;80.0665641022623
0;1;3;168.39;0;63;65.7190828594958
0;0;3;163.24;1078;45;65.5547486486493
1;1;4;170.45;-1792;70;70.4170010382407
0;0;2;163.92;-518;39;64.0773496531197
1;0;6;194.45;560;61;90.7354682489775
1;0;5;171.81;-420;50;75.8969734975247
0;1;3;162.82;-35;63;60.4014778323
0;0;2;166.68;-140;55;64.2017780128098
0;0;4;156.37;756;55;56.1418307674211
0;0;3;158.87;336;47;63.2191979840426
1;1;1;177.68;-161;60;80.0712647074127
1;0;4;179.04;399;50;74.8830065400005
1;0;1;190.02;0;53;87.9301324407322
0;0;0;160.05;-462;0;64.6461141496006
1;0;0;172.29;420;0;71.7380556527712
1;0;3;181.48;231;49;76.7147240242837
1;0;5;174.94;903;53;83.9994260456988
1;0;5;178.11;1393;56;73.7097389418625
0;0;4;159.17;672;54;57.2394537786692
1;0;1;159.66;693;64;71.9113758963371
0;1;4;153.22;-658;64;45.1567906481713
0;0;0;175.35;0;0;81.1019849996948
1;0;3;181.58;1204;53;84.4145176095494
0;1;4;153.49;-588;67;54.2780862127281
1;0;3;178.88;-147;53;76.3250956545627
1;0;1;175.14;77;57;79.0326324201781
1;0;6;166.26;490;56;73.2298363361885
0;1;4;175.31;-1421;63;75.7387336814515
0;0;0;163.81;476;0;61.1444283648905
1;0;1;169.5;511;50;69.1230247492737
1;0;1;175.14;1008;54;84.5769878257343
0;0;4;158.97;609;53;65.3062311597236
1;0;6;161.29;-280;56;65.215962955524
1;0;1;167.31;1750;54;70.5420470015835
0;1;4;148.98;-462;60;57.8540203352079
1;0;1;176.71;273;52;78.1957471461327
1;0;1;169.92;994;63;67.5457486090652
0;1;2;160.48;-1246;61;57.6387098356257
0;0;4;166.59;-378;45;64.7620855316269
0;0;1;162.55;-154;42;64.7183563316466
1;0;3;160.23;931;64;67.7433298151592
1;0;0;179.03;1701;0;76.8651421924743
0;0;3;161.01;-315;44;65.6662500128419
1;0;1;168.82;392;57;68.0681883135742
0;1;0;159.67;574;0;66.1902764174113
1;0;4;186.32;-658;61;85.9726943931849
1;0;2;172.69;392;59;71.7147317849479
1;0;5;174.54;-161;51;80.151592627939
1;0;6;174.88;504;60;76.933315611411
0;1;2;179.93;-1358;63;74.2467229757456
0;0;4;151.94;-448;52;54.2418027105908
1;0;1;182.32;-385;49;84.0909872854555
0;0;3;156.96;-217;54;61.0730274354109
0;1;2;168.51;-1204;70;74.0039598212798
1;1;5;170.18;-826;70;72.5999458753648
0;1;2;153.75;-966;67;55.1699703873527
0;1;4;169.28;189;67;68.845668429737
1;0;4;182.95;231;51;86.938168707128
0;1;4;167.49;-203;59;75.7636537164191
1;0;2;189.95;406;38;92.3376560361928
1;0;0;182.07;322;0;91.5356349604918
0;1;0;167.53;-77;0;63.8306093596556
1;0;5;179.07;1148;52;82.2423520490536
1;0;6;172.88;819;65;70.5935476605034
1;0;5;170.72;364;57;76.6992446245863
1;0;3;181.95;-728;58;81.6072547630972
0;0;3;153.04;427;35;60.6691576619408
0;1;1;167.07;-2310;69;61.1357490518197
0;1;4;161.79;-287;60;61.7505988184417
1;0;0;169.75;532;0;81.1132799943914
0;1;0;148.07;-1547;0;56.1500187146852
1;0;1;174.25;-658;45;78.9078461228405
1;0;4;193.49;441;44;96.7952846205864
1;0;1;171.04;154;58;68.0542248771139
1;0;4;165.81;84;59;81.4482040388075
0;0;3;170.04;112;35;71.1178224800666
0;1;1;170.14;-315;60;72.9957309781923
1;0;4;169.13;910;42;69.8309826681467
0;1;1;186.73;154;57;84.9159553168242
1;0;2;167.11;357;55;73.9909896347801
0;0;3;163.49;7;46;66.1381953745493
1;0;0;165.96;427;0;73.8606577824551
1;0;6;172.76;91;54;76.168092509183
1;0;6;178;-189;48;84.5973723870671
0;1;4;152.72;-336;62;48.3436804784072
1;0;4;169.59;168;55;79.9192923215729
0;0;4;155.24;77;41;61.0615698416926
1;0;1;171.96;1001;57;78.3405564268861
0;1;4;164.21;427;69;66.7919557310691
0;1;3;155.47;-1050;53;58.8847783056233
1;1;3;160.49;-84;65;66.6089198733488
1;0;2;172.86;1246;51;81.2988875631954
1;0;5;181.87;42;50;86.6479892055731
1;1;2;178.37;-840;73;69.3292768951764
0;1;3;168.53;-434;67;74.0863154966837
1;0;3;171.29;1197;52;73.7194238522341
0;0;0;160.42;539;0;69.0679264096273
0;0;1;152.38;406;44;58.8819645729458
0;1;4;158.92;-1575;52;61.6807962458664
1;1;2;175.13;-231;57;76.6447982985716
0;0;2;164.81;630;40;57.4303996178455
1;0;0;175.93;-7;0;75.8570524266002
1;0;3;160.13;343;58;72.2975400352174
1;0;2;177.58;-280;54;77.8283527922945
0;1;3;172.73;-336;57;76.1017654359555
0;0;0;135.81;777;0;44.4682790292934
0;1;4;166.13;-1652;58;68.409414905543
1;0;6;170.65;203;53;79.6825533320375
1;0;6;172.46;-259;62;71.4212091976379
0;0;0;169;560;0;69.7418903831874
1;0;4;175.79;476;56;89.3620143817027
1;0;1;173.4;735;50;84.5050335302506
0;0;1;163.79;945;39;67.6421837521377
1;0;3;178.28;63;52;76.3513503132596
1;1;3;169.07;-539;80;76.9321461448237
1;0;2;176.63;980;62;83.331048145304
1;0;0;175.8;49;0;74.795872499704
0;1;2;154.76;-721;61;60.5376733317091
1;0;6;170.14;1057;57;76.9476458019114
0;0;1;161.48;987;48;61.9185210373956
1;0;3;173.99;567;69;90.1254078326897
0;1;3;152.68;-875;54;54.6999566736511
0;1;1;166.3;-14;50;66.0087304144363
0;0;0;174.81;70;0;79.8511000765119
0;0;3;147.8;-238;43;51.4258717004112
0;0;2;152.97;784;58;59.9649611825892
0;0;4;160.21;854;49;59.952304729962
0;0;1;152.43;266;48;58.3456660773771
0;1;3;163.07;-700;57;60.7692945118308
0;0;4;152.2;-280;45;57.1650947758413
0;1;4;153.41;-931;62;60.0823664715009
0;1;4;143.73;-182;63;48.0031943382744
1;0;4;174.55;784;50;79.803247248997
0;1;2;152.38;7;48;60.2739005799362
1;0;1;175.74;791;58;82.4716789225495
1;0;4;167.8;1379;58;68.6832592225777
1;0;5;173.71;1092;61;87.6710918946047
0;0;0;159.61;-756;0;66.8324121632852
1;0;0;169.86;1001;0;73.755221968157
1;0;1;183.88;525;47;78.8140972935569
0;0;3;172.48;567;38;77.1476774456367
0;0;1;158.71;-217;49;56.4706390813426
1;0;4;178.43;-161;52;95.1355245537339
1;0;6;187.68;917;57;91.6622140174612
0;0;3;163.6;-77;45;68.2731016494655
1;0;2;188.84;35;61;90.5406798965884
0;0;3;162.93;-504;35;75.1052599692558
0;1;3;156.37;-1176;51;54.4015540616222
0;0;3;166.16;-287;49;72.106126170651
0;1;0;153.72;-497;0;61.9354699641695
1;0;2;176.6;1645;48;89.3000384531084
0;0;2;165.89;686;46;60.2716437310979
1;0;6;183.25;-154;47;90.3375930701233
0;1;4;153.23;-581;53;53.5319314584084
0;1;3;155.92;119;66;59.4779640590023
0;0;1;155.6;196;55;63.2663540856391
0;0;3;158.73;805;44;57.0954598844385
1;0;6;172.54;0;62;78.4795837230545
0;1;4;157.67;-1442;59;63.1088438794874
1;0;2;178.15;1239;60;86.8383133049872
1;0;0;168.51;70;0;74.2676469768459
0;0;2;155.73;427;44;64.1647565700882
1;0;6;165.57;686;51;79.8711896563877
1;0;3;178.61;399;67;83.1027304366729
1;0;0;170.3;364;0;75.2269071973607
1;0;5;166.91;1050;42;63.3865932952006
0;0;4;164.97;-224;41;71.8359694851086
1;0;1;172.57;665;53;76.5769985478127
1;0;5;179.48;1225;49;80.2366745049051
0;1;3;165.99;70;68;70.7703783153289
0;0;2;156.88;294;46;70.4407708783858
1;0;6;172.33;343;53;73.337537380496
0;1;4;152.85;-595;48;51.0064743836852
0;1;3;163.95;-994;59;63.7149094038989
0;1;4;162.61;350;64;64.2494971692098
0;0;0;163.27;1582;0;59.1232293529199
1;0;2;163.91;294;62;61.8854960378805
0;0;4;152.96;273;49;54.3743149348091
1;0;1;178.5;-357;56;85.6379010392428
0;1;2;156.83;-301;49;60.3359916237093
1;0;3;171.32;-1022;50;76.6971504243601
1;0;6;174.16;1568;66;80.8197968538748
0;1;1;158.31;-791;54;57.6025334413559
1;0;6;187.65;126;48;89.7060200723502
0;0;1;161.58;-511;55;59.625247008071
1;0;1;188.41;-161;54;92.7807177309291
0;1;4;158.16;-749;74;63.4313569283473
1;0;4;180.07;-168;53;81.3380964300999
1;0;5;167.05;721;56;69.7799218481589
0;1;0;147.57;-476;0;55.8123442599908
1;0;3;181.45;693;56;92.9932992275151
1;0;3;177.35;-483;59;78.2724271746225
1;0;0;181.46;805;0;85.1008611609561
0;0;4;161.03;-826;48;61.5262932827444
0;1;4;166.39;-847;60;65.0560598431349
0;0;3;161.09;-854;45;58.1175280335948
0;0;1;160.38;294;53;64.0697421017151
1;0;6;172.95;196;61;79.4588449406945
1;0;2;161.22;861;60;67.4423672277378
1;1;3;182.05;-2695;51;68.5851725989812
0;1;4;164.16;294;64;65.5890776402866
1;0;6;176.53;273;60;76.7128430635433
0;0;4;165;560;37;74.5947470514314
0;0;0;163.54;511;0;66.6777838488405
0;0;1;177.57;343;37;77.8376523590606
1;0;0;172.62;252;0;82.7102822672328
1;0;3;193.57;-203;59;92.9026021092046
1;0;6;161.09;-721;49;57.1115437563566
0;1;0;160.9;-833;0;59.690388093071
1;0;6;179.99;77;53;75.0861188948456
0;0;3;171.11;574;42;62.2841560724264
1;0;4;174.02;231;59;75.2074930011582
1;0;6;176.03;644;48;81.4818736086673
1;1;2;176.29;749;60;79.2745262144432
0;0;0;149.12;749;0;51.0494448789311
1;1;2;160.02;-1239;64;70.3468673653225
1;0;0;174.64;168;0;80.9676622851102
1;0;1;171.61;945;62;82.1924327881764
1;0;0;182.61;-28;0;82.3360332142609
1;1;5;186.39;-686;50;90.0665107990109
1;0;5;173.63;224;52;78.1666249187904
1;0;6;179.8;336;64;83.6086433773676
1;0;0;178.7;-560;0;76.7462847018786
1;0;2;174.46;763;58;84.1120009345329
0;0;2;159.72;287;45;66.8766710279477
1;0;6;175.67;567;49;75.3999271747134
0;0;4;165.04;231;42;71.5875727058744
1;0;5;173.2;1169;64;83.925806718678
1;0;6;174.19;350;51;79.00126331706
0;0;2;159.96;112;42;67.772083812038
1;0;0;165.04;98;0;78.0483047303287
1;0;0;175.89;798;0;82.5820693997301
0;0;1;178.26;-91;49;79.9669170084532
0;0;0;166.96;336;0;71.4569913628154
1;0;2;172.16;182;55;71.759982849876
